profile_id,profile_layer_id,upper_depth,lower_depth,tceq_value_avg,clay_value_avg,elcosp_value_avg,orgc_value_avg,phaq_value_avg,sand_value_avg,silt_value_avg,latitude,longitude
214951,1060415,20,35,,24.0,1.0,,6.19999981,58.0,18.0,28.45810172,-106.78863406
214951,1060416,0,20,,18.0,1.0,,5.19999981,66.0,16.0,28.45810172,-106.78863406
214951,1060417,35,60,,24.0,1.0,,6.30000019,60.0,16.0,28.45810172,-106.78863406
214965,1060421,11,20,,22.0,1.0,,5.5999999,58.0,20.0,28.30046787,-106.49597134
214965,1060422,0,11,,24.0,1.0,,5.4000001,52.0,24.0,28.30046787,-106.49597134
214966,1060423,0,21,,16.0,1.0,,6.5,66.0,18.0,28.29551655,-106.57531748
214984,1060424,0,17,,6.0,1.0,,6.5,78.0,16.0,28.14264288,-106.7814016
214984,1060425,17,34,,14.0,1.0,,6.19999981,68.0,18.0,28.14264288,-106.7814016
215003,1060426,0,16,,18.0,1.0,,8.80000019,54.0,28.0,28.92080081,-105.88033661
215003,1060427,50,59,,46.0,3.0,,9.69999981,38.0,16.0,28.92080081,-105.88033661
215003,1060428,16,50,,60.0,6.5,,9.69999981,26.0,14.0,28.92080081,-105.88033661
215013,1060430,0,12,,10.0,1.0,,7.19999981,64.0,26.0,28.82118412,-104.22915693
215023,1060439,0,12,,6.0,1.0,,8.19999981,80.0,14.0,28.75233697,-105.9161049
215030,1060441,0,14,,18.0,1.0,,7.69999981,64.0,18.0,28.67274704,-104.26466404
215041,1060447,90,120,,44.0,10.0,,8.39999962,46.0,10.0,28.5547579,-105.60450226
215041,1060448,0,23,,20.0,1.0,,8.0,62.0,18.0,28.5547579,-105.60450226
215041,1060449,23,58,,38.0,1.0,,8.69999981,52.0,10.0,28.5547579,-105.60450226
215041,1060450,58,90,,40.0,5.0,,8.80000019,46.0,14.0,28.5547579,-105.60450226
215045,1060451,46,80,,22.0,1.0,,8.39999962,48.0,30.0,28.52542731,-105.51194063
215045,1060452,0,25,,22.0,1.0,,8.10000038,44.0,34.0,28.52542731,-105.51194063
215045,1060453,25,46,,24.0,1.0,,8.30000019,50.0,26.0,28.52542731,-105.51194063
215045,1060454,80,120,,24.0,1.0,,8.5,40.0,36.0,28.52542731,-105.51194063
215057,1060455,0,36,,8.0,1.0,,8.10000038,50.0,42.0,28.41824817,-104.90463294
215064,1060457,0,16,,16.0,1.0,,7.900000099999999,62.0,22.0,28.36063133,-104.36485471
215069,1060458,0,10,,18.0,1.0,,7.400000099999999,42.0,40.0,28.2989032,-104.24576398
215069,1060459,10,40,,32.0,1.0,,7.599999900000001,38.0,30.0,28.2989032,-104.24576398
215069,1060460,90,110,,30.0,1.0,,7.80000019,38.0,32.0,28.2989032,-104.24576398
215069,1060461,40,70,,34.0,1.0,,7.80000019,36.0,30.0,28.2989032,-104.24576398
215069,1060462,70,90,,32.0,1.0,,8.10000038,36.0,32.0,28.2989032,-104.24576398
215073,1060463,0,10,,22.0,1.0,,6.4000001,50.0,28.0,28.26026671,-105.88152055
215084,1060472,0,18,,22.0,1.0,,8.0,50.0,28.0,28.11058346,-104.97537389
215089,1060473,69,83,,48.0,10.0,,8.0,40.0,12.0,28.04263115,-105.07776499
215089,1060474,0,23,,42.0,3.0,,8.39999962,44.0,14.0,28.04263115,-105.07776499
215089,1060475,23,50,,46.0,5.5,,8.30000019,40.0,14.0,28.04263115,-105.07776499
215089,1060476,50,69,,46.0,7.5,,8.10000038,40.0,14.0,28.04263115,-105.07776499
215089,1060477,83,110,,48.0,10.0,,8.10000038,40.0,12.0,28.04263115,-105.07776499
215096,1060478,60,79,,56.0,6.5,,8.0,20.0,24.0,27.99515034,-105.24049695
215096,1060479,0,41,,56.0,2.79999995,,8.0,18.0,26.0,27.99515034,-105.24049695
215096,1060480,41,60,,58.0,3.5,,8.10000038,18.0,24.0,27.99515034,-105.24049695
215096,1060481,79,100,,56.0,7.5,,7.900000099999999,20.0,24.0,27.99515034,-105.24049695
215103,1060482,0,16,,26.0,1.0,,7.900000099999999,50.0,24.0,28.88546509,-103.8739747
215103,1060483,16,29,,28.0,1.0,,8.19999981,46.0,26.0,28.88546509,-103.8739747
215105,1060489,0,12,,20.0,1.0,,8.0,62.0,16.0,28.82634248,-102.60508305
215107,1060494,38,68,,20.0,3.0,,7.80000019,58.0,22.0,28.80070088,-102.92795477
215107,1060495,16,38,,24.0,1.0,,8.0,52.0,24.0,28.80070088,-102.92795477
215107,1060496,0,16,,16.0,1.0,,8.10000038,60.0,24.0,28.80070088,-102.92795477
215108,1060497,0,23,,20.0,1.0,,8.0,58.0,22.0,28.76683937,-103.63370709
215109,1060498,0,20,,14.0,1.0,,8.0,52.0,34.0,28.66540974,-103.34723855
215110,1060499,0,11,,22.0,1.0,,8.10000038,54.0,24.0,28.66277054,-102.62629742
215110,1060500,21,33,,26.0,3.5,,7.80000019,52.0,22.0,28.66277054,-102.62629742
215110,1060501,11,21,,14.0,1.0,,7.900000099999999,78.0,8.0,28.66277054,-102.62629742
215111,1060502,14,62,,16.0,1.0,,8.30000019,70.0,14.0,28.63315601,-102.96943975
215111,1060503,0,14,,14.0,1.0,,8.19999981,70.0,16.0,28.63315601,-102.96943975
215111,1060504,62,85,,24.0,1.0,,8.0,58.0,18.0,28.63315601,-102.96943975
215115,1060515,0,18,,18.0,1.0,,7.900000099999999,56.0,26.0,28.53487411,-102.61527675
215116,1060516,0,23,,20.0,1.0,,7.0,58.0,22.0,28.50884948,-103.46547828
215120,1060529,0,13,,56.0,1.0,,8.0,18.0,26.0,28.40044595,-102.47310696
215122,1060532,76,100,,62.0,1.0,,8.10000038,16.0,22.0,28.37733444,-102.39419526
215122,1060533,44,76,,60.0,1.0,,8.0,16.0,24.0,28.37733444,-102.39419526
215122,1060534,18,44,,56.0,1.0,,8.0,22.0,22.0,28.37733444,-102.39419526
215122,1060535,0,18,,48.0,1.0,,7.900000099999999,20.0,32.0,28.37733444,-102.39419526
215123,1060536,0,20,,24.0,1.0,,8.0,42.0,34.0,28.36399797,-103.07005752
215124,1060537,0,11,,12.0,1.0,,8.0,72.0,16.0,28.32871554,-103.79966081
215125,1060538,0,15,,28.0,1.0,,7.900000099999999,40.0,32.0,28.33203363,-102.18864317
215126,1060539,0,19,,14.0,1.0,,7.80000019,56.0,30.0,28.30649577,-102.16662734
215127,1060540,0,18,,22.0,1.0,,8.30000019,46.0,32.0,28.30168793,-103.33922397
215127,1060541,18,60,,20.0,2.0,,8.10000038,50.0,30.0,28.30168793,-103.33922397
215129,1060545,0,10,,22.0,1.0,,7.900000099999999,56.0,22.0,28.26984176,-103.49598322
215130,1060546,0,8,,14.0,1.0,,8.10000038,58.0,28.0,28.24832553,-103.61117977
215133,1060552,0,50,,52.0,1.0,,8.39999962,34.0,14.0,28.11893324,-103.9383746
215133,1060553,50,110,,50.0,1.0,,8.19999981,32.0,18.0,28.11893324,-103.9383746
215135,1060555,0,26,,14.0,1.0,,8.19999981,32.0,54.0,28.10219981,-103.58492484
215135,1060556,26,60,,22.0,5.0,,7.900000099999999,50.0,28.0,28.10219981,-103.58492484
215137,1060560,0,11,,54.0,1.0,,7.900000099999999,22.0,24.0,28.05697421,-102.4369982
215137,1060561,11,32,,54.0,3.5,,7.69999981,20.0,26.0,28.05697421,-102.4369982
215137,1060562,32,43,,52.0,4.0,,7.69999981,20.0,28.0,28.05697421,-102.4369982
215137,1060563,43,100,,54.0,5.0,,7.69999981,20.0,26.0,28.05697421,-102.4369982
215138,1060564,0,12,,36.0,1.0,,7.80000019,28.0,36.0,28.0339294,-102.008408
215141,1060571,0,20,,24.0,1.0,,8.0,44.0,32.0,27.99587102,-102.90159852
215142,1060572,0,11,,46.0,10.0,,8.30000019,28.0,26.0,27.96438381,-103.91693398
215142,1060573,11,29,,50.0,35.0,,8.80000019,32.0,18.0,27.96438381,-103.91693398
215142,1060574,29,78,,42.0,30.0,,8.89999962,42.0,16.0,27.96438381,-103.91693398
215142,1060575,78,125,,36.0,25.0,,8.80000019,48.0,16.0,27.96438381,-103.91693398
215144,1060577,0,13,,54.0,6.5,,8.30000019,22.0,24.0,27.95186037,-103.20059947
215144,1060578,85,110,,56.0,17.5,,8.19999981,30.0,14.0,27.95186037,-103.20059947
215144,1060579,45,85,,58.0,17.5,,8.30000019,28.0,14.0,27.95186037,-103.20059947
215144,1060580,13,45,,56.0,17.5,,8.0,22.0,22.0,27.95186037,-103.20059947
215148,1060585,0,15,,32.0,1.0,,7.69999981,30.0,38.0,29.52339793,-101.72356129
215149,1060586,0,21,,46.0,1.0,,7.69999981,22.0,32.0,29.52152039,-101.4599703
215150,1060587,0,15,,26.0,1.0,,7.69999981,38.0,36.0,29.51054725,-101.75577806
215152,1060591,0,18,,22.0,1.0,,7.69999981,38.0,40.0,29.49598853,-101.61629193
215154,1060594,0,13,,16.0,1.0,,7.80000019,44.0,40.0,29.45102337,-101.4549872
215156,1060596,0,17,,18.0,1.0,,7.69999981,34.0,48.0,29.38083672,-101.87182634
215157,1060597,0,19,,48.0,1.0,,7.69999981,22.0,30.0,29.33271593,-101.97046978
215157,1060598,60,100,,52.0,4.19999981,,7.69999981,36.0,12.0,29.33271593,-101.97046978
215157,1060599,19,60,,52.0,1.0,,7.80000019,18.0,30.0,29.33271593,-101.97046978
215159,1060602,0,11,,16.0,1.0,,7.69999981,36.0,48.0,29.32471035,-101.99279167
215163,1060611,0,22,,24.0,1.0,,7.80000019,38.0,38.0,29.27112576,-101.0414586
215164,1060612,0,12,,16.0,1.0,,7.69999981,44.0,40.0,29.26644847,-101.31529067
215167,1060620,0,16,,32.0,1.0,,7.599999900000001,34.0,34.0,29.24140178,-101.62174635
215169,1060621,0,14,,42.0,1.0,,7.69999981,22.0,36.0,29.22124857,-101.66260014
215169,1060622,14,29,,44.0,1.0,,7.69999981,22.0,34.0,29.22124857,-101.66260014
215170,1060623,30,69,,54.0,1.0,,7.69999981,22.0,24.0,29.21806852,-101.70545106
215170,1060624,0,30,,52.0,2.0,,7.599999900000001,22.0,26.0,29.21806852,-101.70545106
215171,1060625,0,10,,18.0,1.0,,7.599999900000001,62.0,20.0,29.21462312,-100.9235673
215174,1060633,40,70,,56.0,1.0,,7.900000099999999,22.0,22.0,29.08748091,-101.32319034
215178,1060639,0,30,,52.0,3.5,,7.69999981,26.0,22.0,28.92827954,-100.94718959
215178,1060640,30,60,,50.0,6.0,,7.69999981,24.0,26.0,28.92827954,-100.94718959
215181,1060645,25,70,,50.0,1.0,,7.900000099999999,26.0,24.0,28.80980437,-101.81869037
215181,1060646,0,25,,48.0,1.0,,7.69999981,28.0,24.0,28.80980437,-101.81869037
215182,1060647,0,12,,20.0,1.0,,7.80000019,56.0,24.0,28.72101393,-101.06753742
215184,1060650,0,10,,36.0,1.0,,7.80000019,54.0,10.0,28.6832817,-101.27499136
215185,1060651,0,12,,24.0,1.0,,7.80000019,34.0,42.0,28.66938607,-101.13142598
215187,1060655,0,21,,32.0,1.0,,7.900000099999999,44.0,24.0,28.55195866,-101.9386985
215189,1060660,0,15,,18.0,1.0,,7.69999981,60.0,22.0,28.48400037,-101.99328355
215192,1060667,0,50,,56.0,2.0,,7.900000099999999,20.0,24.0,28.40490848,-101.9295231
215193,1060668,16,36,,44.0,1.0,,7.099999900000001,34.0,22.0,28.3786786,-101.91208449
215193,1060669,0,16,,44.0,1.0,,7.099999900000001,28.0,28.0,28.3786786,-101.91208449
215194,1060670,0,16,,24.0,1.0,,7.69999981,44.0,32.0,28.35906694,-101.05132975
215198,1060680,0,12,,20.0,1.0,,7.80000019,50.0,30.0,28.35234118,-101.10089828
215199,1060681,0,10,,22.0,1.0,,7.69999981,36.0,42.0,28.325551,-101.20883129
215202,1060690,0,40,,54.0,2.0,,7.80000019,18.0,28.0,28.24076131,-101.01244202
215202,1060691,40,100,,54.0,2.0,,7.80000019,20.0,26.0,28.24076131,-101.01244202
215203,1060692,0,12,,24.0,1.0,,7.099999900000001,30.0,46.0,28.22654061,-101.78713551
215204,1060693,0,15,,20.0,1.0,,7.80000019,64.0,16.0,28.22568641,-101.66111589
215208,1060701,15,33,,24.0,1.0,,7.599999900000001,46.0,30.0,28.14387974,-101.88333356
215208,1060702,0,15,,32.0,1.0,,7.599999900000001,38.0,30.0,28.14387974,-101.88333356
215209,1060703,0,11,,20.0,1.0,,7.599999900000001,38.0,42.0,28.15474052,-100.79296941
215213,1060710,0,30,,46.0,1.0,,7.900000099999999,20.0,34.0,28.06831831,-101.26815173
215213,1060711,30,67,,54.0,1.0,,8.0,18.0,28.0,28.06831831,-101.26815173
215213,1060712,67,100,,56.0,1.0,,8.10000038,16.0,28.0,28.06831831,-101.26815173
215213,1060713,0,25,,32.0,1.0,,7.900000099999999,34.0,34.0,28.06831831,-101.26815173
215214,1060714,0,40,,52.0,1.0,,7.69999981,22.0,26.0,28.06978475,-101.15221025
215215,1060715,40,95,,62.0,2.0,,7.69999981,18.0,20.0,28.04421601,-101.7847525
215215,1060716,0,20,,42.0,1.0,,7.900000099999999,30.0,28.0,28.04421601,-101.7847525
215218,1060724,0,20,,20.0,1.0,,7.900000099999999,68.0,12.0,28.0242727,-100.81843742
215219,1060725,0,36,,8.0,1.0,,6.900000099999999,84.0,8.0,28.030518,-100.11753861
215223,1060734,70,100,,58.0,1.0,,7.900000099999999,20.0,22.0,27.9537386,-101.62202655
215223,1060735,0,27,,46.0,1.0,,7.80000019,24.0,30.0,27.9537386,-101.62202655
215223,1060736,27,70,,54.0,1.0,,7.900000099999999,20.0,26.0,27.9537386,-101.62202655
215226,1060741,0,25,,4.0,1.0,,7.900000099999999,86.0,10.0,32.51912789,-115.85806107
215227,1060742,0,15,,12.0,1.0,,6.80000019,56.0,32.0,32.50705781,-116.22419549
215230,1060743,0,30,,4.0,1.0,,7.19999981,84.0,12.0,32.495385,-115.96349748
215231,1060744,0,11,,8.0,1.0,,7.30000019,74.0,18.0,32.4821579,-116.08772413
215232,1060745,55,82,,4.0,1.0,,8.39999962,86.0,10.0,32.4720353,-116.00038249
215232,1060746,82,98,,22.0,1.0,,8.39999962,42.0,36.0,32.4720353,-116.00038249
215232,1060747,30,55,,6.0,1.0,,8.39999962,78.0,16.0,32.4720353,-116.00038249
215232,1060748,0,30,,10.0,1.0,,7.80000019,62.0,28.0,32.4720353,-116.00038249
215234,1060749,36,72,,6.0,1.0,,7.599999900000001,80.0,14.0,32.46432671,-115.88691076
215234,1060750,72,98,,6.0,1.0,,7.599999900000001,84.0,10.0,32.46432671,-115.88691076
215234,1060751,0,36,,10.0,1.0,,7.400000099999999,68.0,22.0,32.46432671,-115.88691076
215236,1060752,0,15,,4.0,1.0,,7.69999981,86.0,10.0,32.44583353,-115.9881953
215237,1060753,0,10,,10.0,1.0,,7.400000099999999,64.0,26.0,32.44056752,-116.12209865
215238,1060754,0,13,,24.0,1.0,,8.19999981,58.0,18.0,32.44519437,-116.52206832
215239,1060755,18,50,,40.0,7.5,,7.80000019,42.0,18.0,32.44794517,-116.46939567
215239,1060756,0,18,,38.0,4.5,,7.30000019,40.0,22.0,32.44794517,-116.46939567
215241,1060757,0,14,,4.0,1.0,,6.900000099999999,86.0,10.0,32.4205164,-115.92777753
215242,1060758,0,50,,34.0,1.0,,8.0,36.0,30.0,32.43860463,-116.71962361
215243,1060759,36,60,,20.0,1.0,,8.0,70.0,10.0,32.43721677,-116.68130627
215243,1060760,0,36,,26.0,1.0,,7.80000019,44.0,30.0,32.43721677,-116.68130627
215244,1060761,0,15,,6.0,1.0,,7.400000099999999,86.0,8.0,32.4199329,-116.0766809
215244,1060762,12,28,,6.0,1.0,,7.400000099999999,80.0,14.0,32.4199329,-116.0766809
215246,1060763,0,17,,16.0,1.0,,6.900000099999999,46.0,38.0,32.42560058,-116.42194524
215247,1060764,0,17,,4.0,1.0,,7.30000019,88.0,8.0,32.41386732,-116.16769218
215249,1060765,0,19,,12.0,1.0,,6.80000019,52.0,36.0,32.40010669,-116.3878064
215250,1060766,0,30,,4.0,1.0,,7.400000099999999,86.0,10.0,32.38966598,-115.97429475
215251,1060767,0,15,,4.0,1.0,,7.30000019,88.0,8.0,32.39245852,-116.31321293
215251,1060768,15,40,,6.0,1.0,,8.10000038,82.0,12.0,32.39245852,-116.31321293
215251,1060769,40,60,,6.0,1.0,,8.30000019,92.0,2.0,32.39245852,-116.31321293
215252,1060770,25,38,,6.0,1.0,,7.599999900000001,74.0,20.0,32.39111649,-116.19476902
215252,1060771,0,25,,6.0,1.0,,7.0,88.0,6.0,32.39111649,-116.19476902
215253,1060772,37,60,,46.0,2.5,,8.69999981,36.0,18.0,32.38453364,-116.70655022
215253,1060773,17,37,,48.0,2.4000001,,8.69999981,34.0,18.0,32.38453364,-116.70655022
215253,1060774,0,17,,48.0,1.0,,8.19999981,36.0,16.0,32.38453364,-116.70655022
215254,1060775,28,70,,38.0,1.0,,7.400000099999999,32.0,30.0,32.37401565,-116.5192801
215254,1060776,70,90,,38.0,2.5,,8.0,32.0,30.0,32.37401565,-116.5192801
215254,1060777,0,28,,36.0,1.0,,7.599999900000001,30.0,30.0,32.37401565,-116.5192801
215255,1060778,0,17,,4.0,1.0,,7.30000019,84.0,12.0,32.36185322,-116.13978226
215256,1060779,0,20,,6.0,1.0,,7.19999981,70.0,24.0,32.3558553,-115.92889408
215258,1060780,0,12,,10.0,1.0,,7.0,64.0,26.0,32.35496474,-116.23608979
215258,1060781,12,46,,40.0,1.0,,7.19999981,50.0,10.0,32.35496474,-116.23608979
215259,1060782,0,12,,10.0,1.0,,7.400000099999999,68.0,22.0,32.35098354,-116.19841712
215259,1060783,12,53,,38.0,2.0,,7.80000019,46.0,16.0,32.35098354,-116.19841712
215260,1060784,0,15,,18.0,1.0,,6.0999999,32.0,50.0,32.33826546,-116.56378425
215261,1060785,15,44,,4.0,1.0,,7.5,94.0,2.0,32.32062013,-115.94498276
215261,1060786,0,15,,4.0,1.0,,7.30000019,88.0,8.0,32.32062013,-115.94498276
215262,1060787,0,11,,14.0,1.0,,5.9000001,46.0,40.0,32.32489725,-116.30540106
215264,1060788,0,30,,4.0,1.0,,7.30000019,88.0,8.0,32.31240968,-115.8939053
215266,1060791,0,50,,52.0,3.0,,8.5,28.0,20.0,32.31437833,-116.66888197
215267,1060792,0,9,,4.0,1.0,,7.19999981,80.0,16.0,32.29900117,-116.14151019
215268,1060793,0,11,,14.0,1.0,,7.599999900000001,66.0,20.0,32.28811235,-115.87717504
215269,1060794,0,12,,12.0,1.0,,6.900000099999999,60.0,28.0,32.27916449,-116.04239502
215271,1060798,0,14,,8.0,1.0,,7.19999981,72.0,20.0,32.21152487,-116.05204266
215272,1060799,0,14,,12.0,1.0,,6.80000019,48.0,40.0,32.19980204,-116.07182632
215273,1060800,0,25,,8.0,1.0,,6.80000019,62.0,30.0,32.18326961,-116.24259531
215274,1060801,0,30,,4.0,1.0,,7.19999981,78.0,18.0,32.17172866,-116.01709553
215275,1060802,0,18,,40.0,1.0,,6.0999999,46.0,14.0,32.18012071,-116.48859695
215275,1060803,18,40,,58.0,1.0,,6.0999999,26.0,16.0,32.18012071,-116.48859695
215276,1060804,0,20,,8.0,1.0,,7.400000099999999,80.0,12.0,32.15942147,-115.71523984
215277,1060805,0,16,,40.0,1.0,,6.4000001,36.0,24.0,32.1748201,-116.51664616
215278,1060806,60,90,,28.0,1.0,,7.599999900000001,34.0,38.0,32.13411601,-116.0983121
215278,1060807,32,60,,24.0,1.0,,7.5,38.0,38.0,32.13411601,-116.0983121
215278,1060808,0,32,,18.0,1.0,,6.69999981,34.0,48.0,32.13411601,-116.0983121
215279,1060809,0,21,,4.0,1.0,,7.19999981,86.0,10.0,32.11220113,-116.20743853
215282,1060812,0,12,,4.0,1.0,,8.30000019,94.0,2.0,32.0633275,-116.29999965
215283,1060813,0,19,,4.0,1.0,,6.599999900000001,70.0,26.0,32.06169796,-116.36561137
215283,1060814,19,39,,4.0,1.0,,7.5,70.0,26.0,32.06169796,-116.36561137
215283,1060815,39,60,,4.0,1.0,,7.69999981,70.0,26.0,32.06169796,-116.36561137
215284,1060816,0,24,,12.0,1.0,,6.4000001,58.0,30.0,32.04924201,-116.03580596
215285,1060817,0,20,,8.0,1.0,,6.80000019,52.0,40.0,32.03664196,-116.18642534
215286,1060818,0,11,,14.0,1.0,,6.599999900000001,48.0,38.0,32.01288007,-116.07280966
215287,1060819,0,20,,18.0,1.0,,6.30000019,42.0,40.0,32.01690765,-116.41958499
215287,1060820,0,12,,16.0,1.0,,6.900000099999999,56.0,28.0,32.01690765,-116.41958499
215288,1060821,20,55,,44.0,2.20000005,,6.0999999,30.0,26.0,32.01331543,-116.29075184
215291,1060823,70,98,,8.0,4.0,,8.0,,20.0,32.57012803,-115.18388075
215291,1060824,0,26,,10.0,2.0,,8.10000038,,24.0,32.57012803,-115.18388075
215291,1060825,47,70,,2.0,1.0,,8.0,,2.0,32.57012803,-115.18388075
215291,1060826,26,47,,8.0,1.0,,8.0,,14.0,32.57012803,-115.18388075
215311,1060871,18,45,,16.0,11.0,,7.80000019,,58.0,32.2150189,-114.75283961
215311,1060872,0,18,,16.0,25.0,,7.599999900000001,,60.0,32.2150189,-114.75283961
215311,1060873,45,58,,2.0,7.5,,8.19999981,,22.0,32.2150189,-114.75283961
215311,1060874,58,73,,38.0,15.0,,7.80000019,,34.0,32.2150189,-114.75283961
215313,1060878,0,30,,2.0,1.0,,7.80000019,,0.0,32.20026008,-115.37022013
215313,1060879,30,60,,2.0,1.0,,8.19999981,,4.0,32.20026008,-115.37022013
215314,1060880,30,60,,72.0,15.0,,8.19999981,,14.0,32.15095561,-114.9423241
215314,1060881,60,90,,68.0,15.0,,8.19999981,,12.0,32.15095561,-114.9423241
215314,1060882,0,30,,72.0,25.0,,8.19999981,,12.0,32.15095561,-114.9423241
215315,1060883,0,23,,12.0,1.0,,8.0,,18.0,32.13888607,-114.82242679
215315,1060884,23,48,,12.0,2.0,,7.900000099999999,,30.0,32.13888607,-114.82242679
215315,1060885,48,70,,32.0,10.0,,7.5,,48.0,32.13888607,-114.82242679
215316,1060886,48,70,,12.0,1.0,,8.19999981,,60.0,32.12761058,-114.65868479
215316,1060887,0,16,,12.0,3.5,,7.599999900000001,,18.0,32.12761058,-114.65868479
215316,1060888,16,48,,10.0,2.0,,7.900000099999999,,62.0,32.12761058,-114.65868479
215317,1060889,0,42,,58.0,6.5,,7.19999981,,24.0,32.112691,-114.68810797
215317,1060890,79,98,,56.0,7.5,,7.400000099999999,,12.0,32.112691,-114.68810797
215319,1060893,30,62,,6.0,10.0,,8.39999962,,34.0,32.10811885,-114.90009018
215319,1060894,0,30,,8.0,10.0,,8.39999962,,54.0,32.10811885,-114.90009018
215319,1060895,62,92,,62.0,12.5,,8.30000019,,18.0,32.10811885,-114.90009018
215320,1060896,0,4,,2.0,1.0,,8.69999981,,0.0,32.07807486,-115.1400788
215321,1060897,0,30,,2.0,25.0,,8.5,,26.0,32.06560746,-114.95284957
215322,1060898,17,65,,2.0,1.0,,6.0999999,,14.0,32.07115537,-115.58243772
215322,1060899,0,17,,2.0,1.0,,6.4000001,,12.0,32.07115537,-115.58243772
215322,1060900,65,90,,4.0,1.0,,6.4000001,,20.0,32.07115537,-115.58243772
215323,1060901,28,50,,54.0,4.5,,7.80000019,,6.0,32.04488261,-114.66037421
215323,1060902,0,28,,56.0,4.0,,7.900000099999999,,26.0,32.04488261,-114.66037421
215323,1060903,50,90,,32.0,2.5,,7.80000019,,32.0,32.04488261,-114.66037421
215324,1060904,0,9,,12.0,30.0,,8.0,,26.0,32.04256275,-115.08404665
215324,1060905,9,22,,4.0,17.5,,7.80000019,,12.0,32.04256275,-115.08404665
215325,1060906,0,30,,2.0,1.0,,8.60000038,,2.0,32.01503489,-114.53662854
215325,1060907,30,60,,2.0,10.0,,7.80000019,,14.0,32.01503489,-114.53662854
215326,1060908,57,70,,40.0,20.0,,7.900000099999999,,36.0,32.01532183,-114.79206966
215326,1060909,0,11,,48.0,30.0,,7.0,,28.0,32.01532183,-114.79206966
215326,1060910,11,31,,50.0,50.0,,7.19999981,,24.0,32.01532183,-114.79206966
215326,1060911,31,57,,42.0,35.0,,7.599999900000001,,26.0,32.01532183,-114.79206966
205819,1060912,0,11,,8.0,1.0,,6.19999981,78.0,14.0,15.85730816,-96.03097017
205819,1060913,11,35,,10.0,1.0,,5.4000001,76.0,14.0,15.85730816,-96.03097017
215329,1060916,12,24,,4.0,1.0,,7.099999900000001,80.0,16.0,32.04754439,-113.44576243
215329,1060917,0,12,,6.0,1.0,,7.099999900000001,64.0,30.0,32.04754439,-113.44576243
215330,1060918,29,58,,10.0,1.0,,7.599999900000001,30.0,60.0,32.00593,-113.68769423
215330,1060919,0,29,,12.0,1.0,,7.900000099999999,70.0,18.0,32.00593,-113.68769423
215330,1060920,58,100,,10.0,1.0,,8.10000038,26.0,64.0,32.00593,-113.68769423
215331,1060921,10,60,,8.0,1.0,,8.10000038,78.0,14.0,31.96527886,-113.36363839
215331,1060922,0,10,,8.0,1.0,,8.0,78.0,14.0,31.96527886,-113.36363839
215332,1060923,0,13,,6.0,1.0,,7.900000099999999,86.0,8.0,31.94790356,-113.09813088
215332,1060924,52,98,,6.0,1.0,,8.0,84.0,10.0,31.94790356,-113.09813088
215332,1060925,13,52,,8.0,1.0,,8.10000038,82.0,10.0,31.94790356,-113.09813088
206827,1060926,0,6,,18.0,1.0,,6.19999981,62.0,20.0,17.8637334,-101.7344355
206829,1060927,0,7,,46.0,1.0,,6.4000001,32.0,22.0,17.81358998,-101.7046083
206829,1060928,7,20,,46.0,1.0,,6.69999981,32.0,22.0,17.81358998,-101.7046083
206829,1060929,20,43,,54.0,1.0,,6.80000019,26.0,20.0,17.81358998,-101.7046083
206853,1060930,0,15,,8.0,1.0,,6.30000019,64.0,28.0,17.48947835,-101.06693247
206855,1060931,0,37,,14.0,1.0,,5.69999981,64.0,22.0,17.47171596,-100.186537
206855,1060932,37,75,,34.0,1.0,,5.69999981,50.0,16.0,17.47171596,-100.186537
206859,1060933,0,16,,12.0,1.0,,5.4000001,64.0,24.0,17.41894214,-100.19226486
206859,1060934,16,100,,6.0,1.0,,5.9000001,78.0,16.0,17.41894214,-100.19226486
206865,1060935,0,23,,14.0,1.0,,7.0,54.0,32.0,17.38762394,-100.5841553
206865,1060936,23,38,,48.0,1.0,,7.099999900000001,34.0,18.0,17.38762394,-100.5841553
206865,1060937,38,100,,46.0,1.0,,6.0999999,34.0,20.0,17.38762394,-100.5841553
206867,1060938,0,10,,22.0,1.0,,5.5,44.0,34.0,17.37727773,-100.82215178
206869,1060939,0,15,,20.0,1.0,,6.5,46.0,34.0,17.3271895,-100.3412801
206869,1060940,15,44,,20.0,1.0,,5.80000019,48.0,32.0,17.3271895,-100.3412801
206872,1060941,0,10,,18.0,1.0,,6.0999999,60.0,22.0,17.39001604,-100.87541554
206872,1060942,10,40,,26.0,1.0,,6.30000019,54.0,20.0,17.39001604,-100.87541554
206884,1060943,0,13,,8.0,1.0,,6.19999981,64.0,28.0,17.21261699,-100.49363797
206884,1060944,13,57,,18.0,1.0,,7.19999981,46.0,36.0,17.21261699,-100.49363797
206885,1060945,9,40,,18.0,1.0,,6.4000001,62.0,20.0,17.21536279,-100.41473016
206885,1060946,0,9,,14.0,1.0,,5.80000019,64.0,22.0,17.21536279,-100.41473016
206891,1060947,48,100,,22.0,1.0,,6.5,52.0,26.0,17.12700931,-100.34186643
206891,1060948,27,48,,26.0,1.0,,6.69999981,48.0,26.0,17.12700931,-100.34186643
206891,1060949,0,27,,30.0,1.0,,6.69999981,46.0,24.0,17.12700931,-100.34186643
206893,1060950,27,65,,32.0,1.0,,6.4000001,26.0,42.0,17.11370983,-100.47263623
