ndvi_first_third,ndvi_second_third,ndvi_third_third,profile_id,elevation,slope_percentage,aspect,profile_curvature
0.3405182361602783,0.4219304621219635,0.4084119200706482,217342,300.0,190918.828125,45.0,1620000000.0
0.16393165290355682,0.1711972802877426,0.17577895522117615,217504,468.0,90000.0,90.0,0.0
0.5660685300827026,0.6229068040847778,0.6996722221374512,217517,194.0,201246.125,243.43495178222656,1296000000.0
0.2210588455200196,0.2323123961687088,0.3794715702533722,217200,1095.0,262392.84375,120.96375274658205,1620000000.0
0.7573122978210449,0.7501175403594971,0.72976154088974,208080,129.0,458911.75,191.3099365234375,-907200000.0
0.627685010433197,0.6873690485954285,0.7097101807594299,206893,427.0,6820135.5,265.07937622070307,1573915776.0
0.6179506778717041,0.687180757522583,0.7752480506896973,209896,0.0,0.0,0.0,0.0
0.4213526248931885,0.5386319756507874,0.5563511848449707,212913,125.0,0.0,270.0,0.0
0.5232033133506775,0.5373294353485107,0.5862480998039246,206043,1575.0,63639.609375,225.0,0.0
0.6923128962516785,0.6765502691268921,0.7168198227882385,206265,2452.0,744882.5625,115.0168914794922,-3693600000.0
0.5765562057495117,0.6426193118095398,0.6282237768173218,210174,44.0,1066794.25,27.64597511291504,-4665600000.0
0.7532668709754944,0.7966101765632629,0.8066802024841309,206809,30.0,201246.125,26.565052032470703,-1296000000.0
0.4324279725551605,0.5849659442901611,0.614680290222168,208524,1595.0,3837421.0,309.2893981933594,-3109874176.0
0.237893208861351,0.4378710985183716,0.3851161301136017,206224,2394.0,318198.0625,171.86990356445312,0.0
0.1128760501742363,0.11146876215934752,0.11375940591096878,215317,414.0,1910248.625,46.90915298461914,6978461696.0
0.6231215596199036,0.6606026291847229,0.7468687295913696,207565,209.0,676498.3125,93.81407165527344,0.0
0.5277031660079956,0.4101299941539765,0.6274569630622864,207296,256.0,3534720.75,121.46414184570312,4703287808.0
0.4228953421115875,0.6582488417625427,0.6651263833045961,215447,2578.0,576281.1875,128.65980529785156,-648000000.0
0.7302857637405396,0.6495568156242371,0.7545943856239319,206855,1122.0,3240625.0,334.50244140625,3888000000.0
0.31154778599739075,0.2744113802909851,0.33444568514823914,212417,266.0,201246.125,333.4349365234375,0.0
0.2819586396217346,0.3204164803028107,0.4560021162033081,216086,1903.0,1989183.25,322.3523864746094,2238092288.0
0.7555545568466187,0.2094333916902542,0.11309080570936204,210801,567.0,6432324.5,287.92791748046875,-5708692480.0
0.43843162059783936,0.481774777173996,0.5697595477104187,216192,2081.0,229455.875,191.3099365234375,1296000000.0
0.5170050263404846,0.5041135549545288,0.5926709175109863,216256,1811.0,3869476.75,81.30449676513672,-1880192512.0
-0.1669633388519287,-0.04588393121957779,-0.2283443808555603,206356,2619.0,201246.125,243.43495178222656,1296000000.0
0.1836661398410797,0.16132307052612305,0.2422431856393814,213638,744.0,284605.0,161.56504821777344,-2592000000.0
0.33775684237480164,0.4152078032493591,0.5410997867584229,216281,2199.0,829759.0,257.47119140625,-1296000000.0
0.6588603854179382,0.6343151926994324,0.659525454044342,206114,1772.0,2405712.0,82.47618103027344,-8495167488.0
0.2451536655426025,0.2704300284385681,0.296951025724411,212861,545.0,201246.125,116.56504821777344,-648000000.0
0.25797680020332336,0.3049370348453522,0.39299076795578003,209744,1829.0,180000.0,0.0,2592000000.0
0.3449055254459381,0.3194983899593353,0.4206527769565582,212651,166.0,127279.21875,135.0,0.0
0.2266235798597336,0.1740027815103531,0.23847393691539764,213394,0.0,0.0,270.0,0.0
0.3493678271770477,0.48587512969970703,0.6221570372581482,209497,0.0,0.0,0.0,0.0
0.4969140589237213,0.6162759065628052,0.6447978019714355,209840,39.0,371079.5,255.96376037597656,2592000000.0
0.7218878865242004,0.7425109148025513,0.7612392902374268,215798,1452.0,2841065.0,240.5928039550781,-2534718208.0
0.24469193816185,0.24181437492370605,0.483903706073761,216278,1941.0,284605.0,108.43495178222656,259200000.0
0.22480373084545133,0.2857063710689545,0.3312528133392334,210069,2129.0,513078.9375,195.25511169433602,-1490400000.0
0.5180975794792175,0.6106359362602234,0.6929349899291992,209850,6.0,142302.5,198.43495178222656,-1296000000.0
